FullGeoName,YEAR,STATE_NAME,STATE_ABBREV,COUNTY_NAME,STATE_COUNTY_FIP_U,opioid_dispensing_rate
"WV, Ohio",2015,West Virginia,WV,Ohio County,54069,95.4
"WV, Pendleton",2015,West Virginia,WV,Pendleton County,54071,88.7
"WV, Pleasants",2015,West Virginia,WV,Pleasants County,54073,122.8
"WV, Pocahontas",2015,West Virginia,WV,Pocahontas County,54075,56.7
"WV, Preston",2015,West Virginia,WV,Preston County,54077,74.0
"WV, Putnam",2015,West Virginia,WV,Putnam County,54079,106.6
"WV, Raleigh",2015,West Virginia,WV,Raleigh County,54081,144.6
"WV, Randolph",2015,West Virginia,WV,Randolph County,54083,112.7
"WV, Ritchie",2015,West Virginia,WV,Ritchie County,54085,58.5
"WV, Roane",2015,West Virginia,WV,Roane County,54087,109.1
"WV, Summers",2015,West Virginia,WV,Summers County,54089,105.1
"WV, Taylor",2015,West Virginia,WV,Taylor County,54091,80.9
"WV, Tucker",2015,West Virginia,WV,Tucker County,54093,46.6
"WV, Tyler",2015,West Virginia,WV,Tyler County,54095,55.0
"WV, Upshur",2015,West Virginia,WV,Upshur County,54097,71.8
"WV, Wayne",2015,West Virginia,WV,Wayne County,54099,76.1
"WV, Webster",2015,West Virginia,WV,Webster County,54101,69.3
"WV, Wetzel",2015,West Virginia,WV,Wetzel County,54103,108.1
"WV, Wirt",2015,West Virginia,WV,Wirt County,54105,50.5
"WV, Wood",2015,West Virginia,WV,Wood County,54107,132.7
"WV, Wyoming",2015,West Virginia,WV,Wyoming County,54109,192.8
"WY, Albany",2015,Wyoming,WY,Albany County,56001,51.7
"WY, Big Horn",2015,Wyoming,WY,Big Horn County,56003,58.6
"WY, Campbell",2015,Wyoming,WY,Campbell County,56005,75.1
"WY, Carbon",2015,Wyoming,WY,Carbon County,56007,80.7
"WY, Converse",2015,Wyoming,WY,Converse County,56009,60.2
"WY, Crook",2015,Wyoming,WY,Crook County,56011,0.6
"WY, Fremont",2015,Wyoming,WY,Fremont County,56013,93.1
"WY, Goshen",2015,Wyoming,WY,Goshen County,56015,38.8
"WY, Hot Springs",2015,Wyoming,WY,Hot Springs County,56017,102.6
"WY, Johnson",2015,Wyoming,WY,Johnson County,56019,67.6
"WY, Laramie",2015,Wyoming,WY,Laramie County,56021,77.9
"WY, Lincoln",2015,Wyoming,WY,Lincoln County,56023,80.8
"WY, Natrona",2015,Wyoming,WY,Natrona County,56025,81.9
"WY, Niobrara",2015,Wyoming,WY,Niobrara County,56027,1.5
"WY, Park",2015,Wyoming,WY,Park County,56029,97.9
"WY, Platte",2015,Wyoming,WY,Platte County,56031,55.3
"WY, Sheridan",2015,Wyoming,WY,Sheridan County,56033,55.3
"WY, Sublette",2015,Wyoming,WY,Sublette County,56035,56.6
"WY, Sweetwater",2015,Wyoming,WY,Sweetwater County,56037,86.4
"WY, Teton",2015,Wyoming,WY,Teton County,56039,76.5
"WY, Uinta",2015,Wyoming,WY,Uinta County,56041,104.7
"WY, Washakie",2015,Wyoming,WY,Washakie County,56043,95.3
"WY, Weston",2015,Wyoming,WY,Weston County,56045,58.3
"AK, Aleutians East",2016,Alaska,AK,Aleutians East County,2013,Data unavailable
"AK, Aleutians West",2016,Alaska,AK,Aleutians West County,2016,Data unavailable
"AK, Anchorage",2016,Alaska,AK,Anchorage County,2020,66.3
"AK, Bethel",2016,Alaska,AK,Bethel County,2050,Data unavailable
"AK, Bristol Bay",2016,Alaska,AK,Bristol Bay County,2060,Data unavailable
"AK, Denali",2016,Alaska,AK,Denali County,2068,Data unavailable
"AK, Dillingham",2016,Alaska,AK,Dillingham County,2070,Data unavailable
"AK, Fairbanks North Star",2016,Alaska,AK,Fairbanks North Star County,2090,48.4
"AK, Haines",2016,Alaska,AK,Haines County,2100,Data unavailable
"AK, Hoonah-Angoon",2016,Alaska,AK,Hoonah-Angoon County,2105,Data unavailable
"AK, Juneau",2016,Alaska,AK,Juneau County,2110,79.8
"AK, Kenai Peninsula",2016,Alaska,AK,Kenai Peninsula County,2122,97.9
"AK, Ketchikan Gateway",2016,Alaska,AK,Ketchikan Gateway County,2130,91.5
"AK, Kodiak Island",2016,Alaska,AK,Kodiak Island County,2150,33.6
"AK, Lake and Peninsula",2016,Alaska,AK,Lake and Peninsula County,2164,Data unavailable
"AK, Matanuska-Susitna",2016,Alaska,AK,Matanuska-Susitna County,2170,76.4
"AK, Nome",2016,Alaska,AK,Nome County,2180,Data unavailable
"AK, North Slope",2016,Alaska,AK,North Slope County,2185,Data unavailable
"AK, Northwest Arctic",2016,Alaska,AK,Northwest Arctic County,2188,Data unavailable
"AK, Petersburg",2016,Alaska,AK,Petersburg County,2195,71.0
"AK, Prince of Wales-Hyder",2016,Alaska,AK,Prince of Wales-Hyder County,2198,56.4
"AK, Sitka",2016,Alaska,AK,Sitka County,2220,9.5
"AK, Skagway",2016,Alaska,AK,Skagway County,2230,Data unavailable
"AK, Southeast Fairbanks",2016,Alaska,AK,Southeast Fairbanks County,2240,Data unavailable
"AK, Valdez-Cordova",2016,Alaska,AK,Valdez-Cordova County,2261,45.0
"AK, Wade Hampton",2016,Alaska,AK,Wade Hampton County,2270,Data unavailable
"AK, Wrangell",2016,Alaska,AK,Wrangell County,2275,0.6
"AK, Yakutat",2016,Alaska,AK,Yakutat County,2282,Data unavailable
"AK, Yukon-Koyukuk",2016,Alaska,AK,Yukon-Koyukuk County,2290,Data unavailable
"AL, Autauga",2016,Alabama,AL,Autauga County,1001,129.6
"AL, Baldwin",2016,Alabama,AL,Baldwin County,1003,123.8
"AL, Barbour",2016,Alabama,AL,Barbour County,1005,92.7
"AL, Bibb",2016,Alabama,AL,Bibb County,1007,97.2
"AL, Blount",2016,Alabama,AL,Blount County,1009,56.9
"AL, Bullock",2016,Alabama,AL,Bullock County,1011,19.8
"AL, Butler",2016,Alabama,AL,Butler County,1013,135.4
"AL, Calhoun",2016,Alabama,AL,Calhoun County,1015,161.0
"AL, Chambers",2016,Alabama,AL,Chambers County,1017,140.6
"AL, Cherokee",2016,Alabama,AL,Cherokee County,1019,157.7
"AL, Chilton",2016,Alabama,AL,Chilton County,1021,120.4
"AL, Choctaw",2016,Alabama,AL,Choctaw County,1023,97.8
"AL, Clarke",2016,Alabama,AL,Clarke County,1025,164.7
"AL, Clay",2016,Alabama,AL,Clay County,1027,133.7
"AL, Cleburne",2016,Alabama,AL,Cleburne County,1029,44.2
"AL, Coffee",2016,Alabama,AL,Coffee County,1031,129.5
"AL, Colbert",2016,Alabama,AL,Colbert County,1033,208.1
"AL, Conecuh",2016,Alabama,AL,Conecuh County,1035,93.9
"AL, Coosa",2016,Alabama,AL,Coosa County,1037,25.4
"AL, Covington",2016,Alabama,AL,Covington County,1039,170.9
"AL, Crenshaw",2016,Alabama,AL,Crenshaw County,1041,90.9
"AL, Cullman",2016,Alabama,AL,Cullman County,1043,166.2
"AL, Dale",2016,Alabama,AL,Dale County,1045,78.7
"AL, Dallas",2016,Alabama,AL,Dallas County,1047,117.8
"AL, DeKalb",2016,Alabama,AL,DeKalb County,1049,114.4
"AL, Elmore",2016,Alabama,AL,Elmore County,1051,117.3
"AL, Escambia",2016,Alabama,AL,Escambia County,1053,173.9
"AL, Etowah",2016,Alabama,AL,Etowah County,1055,156.8
"AL, Fayette",2016,Alabama,AL,Fayette County,1057,133.3
"AL, Franklin",2016,Alabama,AL,Franklin County,1059,223.3
"AL, Geneva",2016,Alabama,AL,Geneva County,1061,50.2
"AL, Greene",2016,Alabama,AL,Greene County,1063,79.8
"AL, Hale",2016,Alabama,AL,Hale County,1065,97.7
"AL, Henry",2016,Alabama,AL,Henry County,1067,30.7
"AL, Houston",2016,Alabama,AL,Houston County,1069,142.8
"AL, Jackson",2016,Alabama,AL,Jackson County,1071,144.6
"AL, Jefferson",2016,Alabama,AL,Jefferson County,1073,116.7
"AL, Lamar",2016,Alabama,AL,Lamar County,1075,104.7
"AL, Lauderdale",2016,Alabama,AL,Lauderdale County,1077,127.5
"AL, Lawrence",2016,Alabama,AL,Lawrence County,1079,114.1
"AL, Lee",2016,Alabama,AL,Lee County,1081,64.5
"AL, Limestone",2016,Alabama,AL,Limestone County,1083,76.5
"AL, Lowndes",2016,Alabama,AL,Lowndes County,1085,0.7
"AL, Macon",2016,Alabama,AL,Macon County,1087,60.1
"AL, Madison",2016,Alabama,AL,Madison County,1089,113.7
"AL, Marengo",2016,Alabama,AL,Marengo County,1091,131.7
"AL, Marion",2016,Alabama,AL,Marion County,1093,182.1
"AL, Marshall",2016,Alabama,AL,Marshall County,1095,191.1
"AL, Mobile",2016,Alabama,AL,Mobile County,1097,133.5
"AL, Monroe",2016,Alabama,AL,Monroe County,1099,135.7
"AL, Montgomery",2016,Alabama,AL,Montgomery County,1101,88.0
"AL, Morgan",2016,Alabama,AL,Morgan County,1103,135.4
"AL, Perry",2016,Alabama,AL,Perry County,1105,3.6
"AL, Pickens",2016,Alabama,AL,Pickens County,1107,81.5
"AL, Pike",2016,Alabama,AL,Pike County,1109,105.5
"AL, Randolph",2016,Alabama,AL,Randolph County,1111,108.8
"AL, Russell",2016,Alabama,AL,Russell County,1113,110.6
"AL, Shelby",2016,Alabama,AL,Shelby County,1117,100.7
"AL, St. Clair",2016,Alabama,AL,St. Clair County,1115,114.4
"AL, Sumter",2016,Alabama,AL,Sumter County,1119,40.5
"AL, Talladega",2016,Alabama,AL,Talladega County,1121,138.9
"AL, Tallapoosa",2016,Alabama,AL,Tallapoosa County,1123,108.0
"AL, Tuscaloosa",2016,Alabama,AL,Tuscaloosa County,1125,111.2
"AL, Walker",2016,Alabama,AL,Walker County,1127,235.4
"AL, Washington",2016,Alabama,AL,Washington County,1129,44.3
"AL, Wilcox",2016,Alabama,AL,Wilcox County,1131,66.4
"AL, Winston",2016,Alabama,AL,Winston County,1133,172.5
"AR, Arkansas",2016,Arkansas,AR,Arkansas County,5001,129.1
"AR, Ashley",2016,Arkansas,AR,Ashley County,5003,115.8
"AR, Baxter",2016,Arkansas,AR,Baxter County,5005,142.7
"AR, Benton",2016,Arkansas,AR,Benton County,5007,87.8
"AR, Boone",2016,Arkansas,AR,Boone County,5009,156.4
"AR, Bradley",2016,Arkansas,AR,Bradley County,5011,116.5
"AR, Calhoun",2016,Arkansas,AR,Calhoun County,5013,83.6
"AR, Carroll",2016,Arkansas,AR,Carroll County,5015,89.2
"AR, Chicot",2016,Arkansas,AR,Chicot County,5017,77.7
"AR, Clark",2016,Arkansas,AR,Clark County,5019,100.9
"AR, Clay",2016,Arkansas,AR,Clay County,5021,134.6
"AR, Cleburne",2016,Arkansas,AR,Cleburne County,5023,115.9
"AR, Cleveland",2016,Arkansas,AR,Cleveland County,5025,1.1
"AR, Columbia",2016,Arkansas,AR,Columbia County,5027,106.6
"AR, Conway",2016,Arkansas,AR,Conway County,5029,131.7
"AR, Craighead",2016,Arkansas,AR,Craighead County,5031,157.3
"AR, Crawford",2016,Arkansas,AR,Crawford County,5033,158.0
"AR, Crittenden",2016,Arkansas,AR,Crittenden County,5035,108.7
"AR, Cross",2016,Arkansas,AR,Cross County,5037,120.3
"AR, Dallas",2016,Arkansas,AR,Dallas County,5039,101.6
"AR, Desha",2016,Arkansas,AR,Desha County,5041,143.8
"AR, Drew",2016,Arkansas,AR,Drew County,5043,131.8
"AR, Faulkner",2016,Arkansas,AR,Faulkner County,5045,97.9
"AR, Franklin",2016,Arkansas,AR,Franklin County,5047,22.2
"AR, Fulton",2016,Arkansas,AR,Fulton County,5049,116.7
"AR, Garland",2016,Arkansas,AR,Garland County,5051,176.3
"AR, Grant",2016,Arkansas,AR,Grant County,5053,77.5
"AR, Greene",2016,Arkansas,AR,Greene County,5055,177.8
"AR, Hempstead",2016,Arkansas,AR,Hempstead County,5057,115.7
"AR, Hot Spring",2016,Arkansas,AR,Hot Spring County,5059,105.3
"AR, Howard",2016,Arkansas,AR,Howard County,5061,161.6
"AR, Independence",2016,Arkansas,AR,Independence County,5063,159.8
"AR, Izard",2016,Arkansas,AR,Izard County,5065,104.0
"AR, Jackson",2016,Arkansas,AR,Jackson County,5067,150.4
"AR, Jefferson",2016,Arkansas,AR,Jefferson County,5069,108.6
"AR, Johnson",2016,Arkansas,AR,Johnson County,5071,127.4
"AR, Lafayette",2016,Arkansas,AR,Lafayette County,5073,111.2
"AR, Lawrence",2016,Arkansas,AR,Lawrence County,5075,37.5
"AR, Lee",2016,Arkansas,AR,Lee County,5077,68.2
"AR, Lincoln",2016,Arkansas,AR,Lincoln County,5079,67.6
"AR, Little River",2016,Arkansas,AR,Little River County,5081,163.5
"AR, Logan",2016,Arkansas,AR,Logan County,5083,41.2
"AR, Lonoke",2016,Arkansas,AR,Lonoke County,5085,101.5
"AR, Madison",2016,Arkansas,AR,Madison County,5087,79.3
"AR, Marion",2016,Arkansas,AR,Marion County,5089,83.3
"AR, Miller",2016,Arkansas,AR,Miller County,5091,109.3
"AR, Mississippi",2016,Arkansas,AR,Mississippi County,5093,138.6
"AR, Monroe",2016,Arkansas,AR,Monroe County,5095,92.6
"AR, Montgomery",2016,Arkansas,AR,Montgomery County,5097,93.4
"AR, Nevada",2016,Arkansas,AR,Nevada County,5099,Data unavailable
"AR, Newton",2016,Arkansas,AR,Newton County,5101,0.8
"AR, Ouachita",2016,Arkansas,AR,Ouachita County,5103,143.4
"AR, Perry",2016,Arkansas,AR,Perry County,5105,51.2
"AR, Phillips",2016,Arkansas,AR,Phillips County,5107,159.8
"AR, Pike",2016,Arkansas,AR,Pike County,5109,97.6
"AR, Poinsett",2016,Arkansas,AR,Poinsett County,5111,120.7
"AR, Polk",2016,Arkansas,AR,Polk County,5113,117.8
"AR, Pope",2016,Arkansas,AR,Pope County,5115,132.6
"AR, Prairie",2016,Arkansas,AR,Prairie County,5117,82.1
"AR, Pulaski",2016,Arkansas,AR,Pulaski County,5119,105.2
"AR, Randolph",2016,Arkansas,AR,Randolph County,5121,114.2
"AR, Saline",2016,Arkansas,AR,Saline County,5125,97.4
"AR, Scott",2016,Arkansas,AR,Scott County,5127,124.7
"AR, Searcy",2016,Arkansas,AR,Searcy County,5129,82.6
"AR, Sebastian",2016,Arkansas,AR,Sebastian County,5131,169.0
"AR, Sevier",2016,Arkansas,AR,Sevier County,5133,65.5
"AR, Sharp",2016,Arkansas,AR,Sharp County,5135,138.5
"AR, St. Francis",2016,Arkansas,AR,St. Francis County,5123,94.8
"AR, Stone",2016,Arkansas,AR,Stone County,5137,152.7
"AR, Union",2016,Arkansas,AR,Union County,5139,131.5
"AR, Van Buren",2016,Arkansas,AR,Van Buren County,5141,103.1
"AR, Washington",2016,Arkansas,AR,Washington County,5143,98.5
"AR, White",2016,Arkansas,AR,White County,5145,123.5
"AR, Woodruff",2016,Arkansas,AR,Woodruff County,5147,3.8
"AR, Yell",2016,Arkansas,AR,Yell County,5149,66.9
"AZ, Apache",2016,Arizona,AZ,Apache County,4001,18.5
"AZ, Cochise",2016,Arizona,AZ,Cochise County,4003,79.0
"AZ, Coconino",2016,Arizona,AZ,Coconino County,4005,51.4
"AZ, Gila",2016,Arizona,AZ,Gila County,4007,110.0
"AZ, Graham",2016,Arizona,AZ,Graham County,4009,84.1
"AZ, Greenlee",2016,Arizona,AZ,Greenlee County,4011,0.0
"AZ, La Paz",2016,Arizona,AZ,La Paz County,4012,78.3
"AZ, Maricopa",2016,Arizona,AZ,Maricopa County,4013,68.2
"AZ, Mohave",2016,Arizona,AZ,Mohave County,4015,127.5
"AZ, Navajo",2016,Arizona,AZ,Navajo County,4017,67.5
"AZ, Pima",2016,Arizona,AZ,Pima County,4019,74.0
"AZ, Pinal",2016,Arizona,AZ,Pinal County,4021,58.3
"AZ, Santa Cruz",2016,Arizona,AZ,Santa Cruz County,4023,29.3
"AZ, Yavapai",2016,Arizona,AZ,Yavapai County,4025,97.8
"AZ, Yuma",2016,Arizona,AZ,Yuma County,4027,56.6
"CA, Alameda",2016,California,CA,Alameda County,6001,31.1
"CA, Alpine",2016,California,CA,Alpine County,6003,Data unavailable
"CA, Amador",2016,California,CA,Amador County,6005,112.3
"CA, Butte",2016,California,CA,Butte County,6007,125.4
"CA, Calaveras",2016,California,CA,Calaveras County,6009,83.5
"CA, Colusa",2016,California,CA,Colusa County,6011,45.2
"CA, Contra Costa",2016,California,CA,Contra Costa County,6013,40.8
"CA, Del Norte",2016,California,CA,Del Norte County,6015,133.7
"CA, El Dorado",2016,California,CA,El Dorado County,6017,63.7
"CA, Fresno",2016,California,CA,Fresno County,6019,57.8
"CA, Glenn",2016,California,CA,Glenn County,6021,85.0
"CA, Humboldt",2016,California,CA,Humboldt County,6023,92.2
"CA, Imperial",2016,California,CA,Imperial County,6025,52.4
"CA, Inyo",2016,California,CA,Inyo County,6027,61.3
"CA, Kern",2016,California,CA,Kern County,6029,60.3
"CA, Kings",2016,California,CA,Kings County,6031,64.8
"CA, Lake",2016,California,CA,Lake County,6033,116.4
"CA, Lassen",2016,California,CA,Lassen County,6035,81.7
"CA, Los Angeles",2016,California,CA,Los Angeles County,6037,33.4
"CA, Madera",2016,California,CA,Madera County,6039,49.7
"CA, Marin",2016,California,CA,Marin County,6041,36.7
"CA, Mariposa",2016,California,CA,Mariposa County,6043,67.6
"CA, Mendocino",2016,California,CA,Mendocino County,6045,105.1
"CA, Merced",2016,California,CA,Merced County,6047,65.3
"CA, Modoc",2016,California,CA,Modoc County,6049,96.4
"CA, Mono",2016,California,CA,Mono County,6051,54.4
"CA, Monterey",2016,California,CA,Monterey County,6053,50.6
"CA, Napa",2016,California,CA,Napa County,6055,40.4
"CA, Nevada",2016,California,CA,Nevada County,6057,83.0
"CA, Orange",2016,California,CA,Orange County,6059,42.1
"CA, Placer",2016,California,CA,Placer County,6061,62.9
"CA, Plumas",2016,California,CA,Plumas County,6063,85.5
"CA, Riverside",2016,California,CA,Riverside County,6065,49.4
"CA, Sacramento",2016,California,CA,Sacramento County,6067,50.3
"CA, San Benito",2016,California,CA,San Benito County,6069,43.7
"CA, San Bernardino",2016,California,CA,San Bernardino County,6071,52.2
"CA, San Diego",2016,California,CA,San Diego County,6073,39.2
"CA, San Francisco",2016,California,CA,San Francisco County,6075,32.2
"CA, San Joaquin",2016,California,CA,San Joaquin County,6077,54.5
"CA, San Luis Obispo",2016,California,CA,San Luis Obispo County,6079,71.6
"CA, San Mateo",2016,California,CA,San Mateo County,6081,31.5
"CA, Santa Barbara",2016,California,CA,Santa Barbara County,6083,54.7
"CA, Santa Clara",2016,California,CA,Santa Clara County,6085,24.2
"CA, Santa Cruz",2016,California,CA,Santa Cruz County,6087,57.0
"CA, Shasta",2016,California,CA,Shasta County,6089,118.0
"CA, Sierra",2016,California,CA,Sierra County,6091,21.3
"CA, Siskiyou",2016,California,CA,Siskiyou County,6093,117.2
"CA, Solano",2016,California,CA,Solano County,6095,43.0
"CA, Sonoma",2016,California,CA,Sonoma County,6097,52.5
"CA, Stanislaus",2016,California,CA,Stanislaus County,6099,85.1
"CA, Sutter",2016,California,CA,Sutter County,6101,102.9
"CA, Tehama",2016,California,CA,Tehama County,6103,94.8
"CA, Trinity",2016,California,CA,Trinity County,6105,98.5
"CA, Tulare",2016,California,CA,Tulare County,6107,65.1
"CA, Tuolumne",2016,California,CA,Tuolumne County,6109,114.6
"CA, Ventura",2016,California,CA,Ventura County,6111,54.0
"CA, Yolo",2016,California,CA,Yolo County,6113,46.7
"CA, Yuba",2016,California,CA,Yuba County,6115,83.2
"CO, Adams",2016,Colorado,CO,Adams County,8001,52.5
"CO, Alamosa",2016,Colorado,CO,Alamosa County,8003,152.4
"CO, Arapahoe",2016,Colorado,CO,Arapahoe County,8005,58.2
"CO, Archuleta",2016,Colorado,CO,Archuleta County,8007,72.3
"CO, Baca",2016,Colorado,CO,Baca County,8009,86.8
"CO, Bent",2016,Colorado,CO,Bent County,8011,59.6
"CO, Boulder",2016,Colorado,CO,Boulder County,8013,47.7
"CO, Broomfield",2016,Colorado,CO,Broomfield County,8014,52.9
"CO, Chaffee",2016,Colorado,CO,Chaffee County,8015,94.4
"CO, Cheyenne",2016,Colorado,CO,Cheyenne County,8017,68.1
"CO, Clear Creek",2016,Colorado,CO,Clear Creek County,8019,34.8
"CO, Conejos",2016,Colorado,CO,Conejos County,8021,1.2
"CO, Costilla",2016,Colorado,CO,Costilla County,8023,Data unavailable
"CO, Crowley",2016,Colorado,CO,Crowley County,8025,29.7
"CO, Custer",2016,Colorado,CO,Custer County,8027,Data unavailable
"CO, Delta",2016,Colorado,CO,Delta County,8029,83.6
"CO, Denver",2016,Colorado,CO,Denver County,8031,39.4
"CO, Dolores",2016,Colorado,CO,Dolores County,8033,Data unavailable
"CO, Douglas",2016,Colorado,CO,Douglas County,8035,50.5
"CO, Eagle",2016,Colorado,CO,Eagle County,8037,46.3
"CO, El Paso",2016,Colorado,CO,El Paso County,8041,67.4
"CO, Elbert",2016,Colorado,CO,Elbert County,8039,34.9
"CO, Fremont",2016,Colorado,CO,Fremont County,8043,72.7
"CO, Garfield",2016,Colorado,CO,Garfield County,8045,78.5
"CO, Gilpin",2016,Colorado,CO,Gilpin County,8047,Data unavailable
"CO, Grand",2016,Colorado,CO,Grand County,8049,43.3
"CO, Gunnison",2016,Colorado,CO,Gunnison County,8051,51.6
"CO, Hinsdale",2016,Colorado,CO,Hinsdale County,8053,Data unavailable
"CO, Huerfano",2016,Colorado,CO,Huerfano County,8055,80.6
"CO, Jackson",2016,Colorado,CO,Jackson County,8057,Data unavailable
"CO, Jefferson",2016,Colorado,CO,Jefferson County,8059,70.4
"CO, Kiowa",2016,Colorado,CO,Kiowa County,8061,112.7
"CO, Kit Carson",2016,Colorado,CO,Kit Carson County,8063,41.0
"CO, La Plata",2016,Colorado,CO,La Plata County,8067,58.0
"CO, Lake",2016,Colorado,CO,Lake County,8065,49.7
"CO, Larimer",2016,Colorado,CO,Larimer County,8069,62.2
"CO, Las Animas",2016,Colorado,CO,Las Animas County,8071,126.0
"CO, Lincoln",2016,Colorado,CO,Lincoln County,8073,29.0
"CO, Logan",2016,Colorado,CO,Logan County,8075,81.6
"CO, Mesa",2016,Colorado,CO,Mesa County,8077,78.6
"CO, Mineral",2016,Colorado,CO,Mineral County,8079,Data unavailable
"CO, Moffat",2016,Colorado,CO,Moffat County,8081,108.0
"CO, Montezuma",2016,Colorado,CO,Montezuma County,8083,90.8
"CO, Montrose",2016,Colorado,CO,Montrose County,8085,80.7
"CO, Morgan",2016,Colorado,CO,Morgan County,8087,65.4
"CO, Otero",2016,Colorado,CO,Otero County,8089,107.7
"CO, Ouray",2016,Colorado,CO,Ouray County,8091,34.4
"CO, Park",2016,Colorado,CO,Park County,8093,Data unavailable
"CO, Phillips",2016,Colorado,CO,Phillips County,8095,0.1
"CO, Pitkin",2016,Colorado,CO,Pitkin County,8097,26.1
"CO, Prowers",2016,Colorado,CO,Prowers County,8099,79.3
"CO, Pueblo",2016,Colorado,CO,Pueblo County,8101,107.9
"CO, Rio Blanco",2016,Colorado,CO,Rio Blanco County,8103,26.0
"CO, Rio Grande",2016,Colorado,CO,Rio Grande County,8105,79.9
"CO, Routt",2016,Colorado,CO,Routt County,8107,62.0
"CO, Saguache",2016,Colorado,CO,Saguache County,8109,Data unavailable
"CO, San Juan",2016,Colorado,CO,San Juan County,8111,Data unavailable
"CO, San Miguel",2016,Colorado,CO,San Miguel County,8113,35.9
"CO, Sedgwick",2016,Colorado,CO,Sedgwick County,8115,1.3
"CO, Summit",2016,Colorado,CO,Summit County,8117,59.9
"CO, Teller",2016,Colorado,CO,Teller County,8119,107.7
"CO, Washington",2016,Colorado,CO,Washington County,8121,Data unavailable
"CO, Weld",2016,Colorado,CO,Weld County,8123,58.0
"CO, Yuma",2016,Colorado,CO,Yuma County,8125,71.1
"CT, Fairfield",2016,Connecticut,CT,Fairfield County,9001,43.4
"CT, Hartford",2016,Connecticut,CT,Hartford County,9003,56.0
"CT, Litchfield",2016,Connecticut,CT,Litchfield County,9005,60.6
"CT, Middlesex",2016,Connecticut,CT,Middlesex County,9007,63.3
"CT, New Haven",2016,Connecticut,CT,New Haven County,9009,63.1
"CT, New London",2016,Connecticut,CT,New London County,9011,66.4
"CT, Tolland",2016,Connecticut,CT,Tolland County,9013,48.4
"CT, Windham",2016,Connecticut,CT,Windham County,9015,71.6
"DC, District of Columbia",2016,District of Columbia,DC,District of Columbia County,11001,32.5
"DE, Kent",2016,Delaware,DE,Kent County,10001,75.9
"DE, New Castle",2016,Delaware,DE,New Castle County,10003,74.7
"DE, Sussex",2016,Delaware,DE,Sussex County,10005,93.1
"FL, Alachua",2016,Florida,FL,Alachua County,12001,69.1
"FL, Baker",2016,Florida,FL,Baker County,12003,112.2
"FL, Bay",2016,Florida,FL,Bay County,12005,121.2
"FL, Bradford",2016,Florida,FL,Bradford County,12007,93.8
"FL, Brevard",2016,Florida,FL,Brevard County,12009,92.1
"FL, Broward",2016,Florida,FL,Broward County,12011,51.3
"FL, Calhoun",2016,Florida,FL,Calhoun County,12013,71.2
"FL, Charlotte",2016,Florida,FL,Charlotte County,12015,79.8
"FL, Citrus",2016,Florida,FL,Citrus County,12017,104.9
"FL, Clay",2016,Florida,FL,Clay County,12019,87.3
"FL, Collier",2016,Florida,FL,Collier County,12021,58.2
"FL, Columbia",2016,Florida,FL,Columbia County,12023,118.8
"FL, DeSoto",2016,Florida,FL,DeSoto County,12027,57.4
"FL, Dixie",2016,Florida,FL,Dixie County,12029,45.5
"FL, Duval",2016,Florida,FL,Duval County,12031,88.6
"FL, Escambia",2016,Florida,FL,Escambia County,12033,113.0
"FL, Flagler",2016,Florida,FL,Flagler County,12035,80.3
"FL, Franklin",2016,Florida,FL,Franklin County,12037,80.0
"FL, Gadsden",2016,Florida,FL,Gadsden County,12039,58.8
"FL, Gilchrist",2016,Florida,FL,Gilchrist County,12041,43.7
"FL, Glades",2016,Florida,FL,Glades County,12043,5.0
"FL, Gulf",2016,Florida,FL,Gulf County,12045,103.9
"FL, Hamilton",2016,Florida,FL,Hamilton County,12047,36.6
"FL, Hardee",2016,Florida,FL,Hardee County,12049,38.7
"FL, Hendry",2016,Florida,FL,Hendry County,12051,70.9
"FL, Hernando",2016,Florida,FL,Hernando County,12053,110.0
"FL, Highlands",2016,Florida,FL,Highlands County,12055,80.2
"FL, Hillsborough",2016,Florida,FL,Hillsborough County,12057,65.6
"FL, Holmes",2016,Florida,FL,Holmes County,12059,83.5
"FL, Indian River",2016,Florida,FL,Indian River County,12061,96.7
"FL, Jackson",2016,Florida,FL,Jackson County,12063,109.6
"FL, Jefferson",2016,Florida,FL,Jefferson County,12065,51.7
"FL, Lafayette",2016,Florida,FL,Lafayette County,12067,57.4
"FL, Lake",2016,Florida,FL,Lake County,12069,82.3
"FL, Lee",2016,Florida,FL,Lee County,12071,66.3
"FL, Leon",2016,Florida,FL,Leon County,12073,71.5
"FL, Levy",2016,Florida,FL,Levy County,12075,102.8
"FL, Liberty",2016,Florida,FL,Liberty County,12077,40.8
"FL, Madison",2016,Florida,FL,Madison County,12079,81.3
"FL, Manatee",2016,Florida,FL,Manatee County,12081,76.2
"FL, Marion",2016,Florida,FL,Marion County,12083,90.8
"FL, Martin",2016,Florida,FL,Martin County,12085,74.8
"FL, Miami-Dade",2016,Florida,FL,Miami-Dade County,12086,30.5
"FL, Monroe",2016,Florida,FL,Monroe County,12087,79.9
"FL, Nassau",2016,Florida,FL,Nassau County,12089,110.4
"FL, Okaloosa",2016,Florida,FL,Okaloosa County,12091,85.4
"FL, Okeechobee",2016,Florida,FL,Okeechobee County,12093,101.6
"FL, Orange",2016,Florida,FL,Orange County,12095,45.2
"FL, Osceola",2016,Florida,FL,Osceola County,12097,53.0
"FL, Palm Beach",2016,Florida,FL,Palm Beach County,12099,59.3
